QuestionPairID,question1,question2
978,ماذا نقصد بالاشتراكية ؟,ما هي خصائص الاشتراكية ؟
979,ما طريقة تحضير الهريس  بالقشطة ؟,من طرق تحضير الهريس  بالقشطة؟
980,لماذا تعد الخميرة مفيدة للصحة والبشرة؟,ما هي البشرة الصحية؟
981,ماذا نقصد بتعليق الهوية ؟,ما معنى الهوية ؟
982,بماذا تتميز تكنولوجيا VOIP؟,ما هي بتكولوجيا VOIP؟
983,كم عدد الأقاليم الموجودة في كندا؟,كم عدد أقاليم كندا؟
984,ما مساحة جزيرة فيجي الجغرافية؟,ما هي لغة سكان جزيرة فيتي؟
985,إلى أي عام بقيّ إحتلال البرتغال لسلطنة عمان؟,ما هو نوع نظام سلطنة عمان الحاكم؟
986,ما طريقة تحضير مافن الشوكولاتة الهش؟,كيف احضر مافن الشوكولاتة الهش؟
987,ما هو الواجب على المواطنين اتجاه الوطن؟,ماذا يمكن ان يقدم المواطنين اتجاه الوطن؟
988,ما هو حجم التابلت؟,كيف أبرمج التابلت؟
989,من طرق تحضير الباستا فلورا بمربى المشمش؟,من طرق تحضير  فطيرة الباستا فلورا  ؟
990,ما هي أنواع الصيام المفروض؟,ما أنواع صيام التطوع؟
991,ماذا نقصد بزقاق المدق؟,أين تدور احداث رواية زقاق المدق؟
992,ما الإسم الذي تم اطلاقه على سواحل أستراليا الغربية والشمالية من قبل الهولندييون؟,ما عاصمة أستراليا؟
993,كيف احضر السبانخ مع الارز و اللحمة المفرومة؟,من طرق تحضير السبانخ؟
994,من هو الذي اخترع آلة تصوير الكوداك؟,بماذا تتميز آلات التصوير من نوع كوداك؟
995,من طرق تحضير  الحلقوم بماء الورد؟,من طرق تحضير  الحلقوم ؟
996,كيف اصنع مغناطيس في المنزل ؟,ما هو المغناطيس ؟
997,ما هي الآثار الجانبية  لمكملات فيتامين د ؟,ما هي سلبيات مكملات فيتامين د؟
998,ما هو موقع قبرص في قارة أوروبا؟,ما هو موقع كرواتيا في قارة أوروبا؟
999,كيف احضركب كيك البرتقال بدون بيض ؟,من طرق كب كيك البرتقال ؟
1000,ما طريقة تحضير مكعبات البطاطا الحلوة ؟,من طرق تحضير مكعبات البطاطا الحلوة؟
1001,كيف احضر كيكة الجزر بالزبيب؟,من طرق تحضير كيكة الجزر بالزبيب؟
1002,ما هي عاصمة الكويت؟,ما هي مساحة الكويت؟
1003,ما هي مساحة قارة اوروبا؟,ما هو مناخ قارة اوروبا السئد؟
1004,كيف احضر مكعبات السمك المقلية؟,من طرق تحضير مكعبات السمك المقلية؟
1005,كم يصل عدد العرب والبربر الموجودين في ليبيا؟,كم نسبة السكان العرب والبربر في ليبيا؟
1006,ما تعريف راس المال ؟,من انواع راس المال ؟
1007,من طرق تحضير البيتزا بالتونة؟,من طرق تحضير البيتزا  ؟
1008,على ماذا تحتوي الميزانية ؟,من مكونات الميزانية ؟
1009,في أي عام تم تعيين مندوب سامي لجزر القمر؟,متى تم استقلال جزر القمر رسمياً من قوات الاحتلال الفرنسي؟
1010,ما هي قصيدة الموت ربع فناء؟,من قائل قصيدة الموت ربع فناء؟
1011,هل تطور التكنولوجيا من مستوى المعلم في مجال التعليم؟,هل تؤثر التكنولوجيا على حياتنا؟
1012,ما هي عاصمة تشاد؟,ما عاصمة جمهورية أفريقيا الوسطى؟
1013,ما هي مساحة أمريكا؟,كم تبلغ المساحة الإجمالية للولايات الأمريكية؟
1014,ما هي ديانة جزيرة هايتي الرسمية؟,ما هي اللغة الرسمية لجزيرة هايتي؟
1015,كيف اعمل بشار بالكاراميل بالسكر الابيض ؟,ما كيفية تحضير فشار بالكاراميل بالسكر الابيض ؟
1016,ماذا أطلق على اول جهاز حاسوب؟,مم يتكون الحاسوب؟
1017,ما هي مساحة روسيا؟,ما عدد سكان روسيا؟
1018,لماذا يحتاج كبار السن للمكملات الغذائية تحتوي ب12؟,ما السبب لتناول كبار السن للمكملات الغذائية التي تحتويى على ب12؟
1019,بماذا تتميز أبراج الكويت؟,ما الذي يميز أبراج الكويت؟
1020,ما اسم الجزيرة الملقبة بالجزيرة المعطرة في جزر القمر؟,",من هي الجزيرة المعطرة في جزر القمر؟,"
1021,ما هي خلطة الزبادي لتبييض الوجه؟,ما هي خلطة الزبادي لتفتيح الوجه؟
1022,ما هي اللغة الرسمية في التبت؟,ما هي لغة التبت الرسمية؟
1023,كم يبلغ عدد سكان صنعاء؟,ما عاصمة اليمن؟
1024,ما هي أكبر دولة عربية من حيث المساحة الجغرافية؟,أين تقع الجزائر؟
1025,في أي مدينة تقع قلعة الكرملين؟,ماذا يوجد في القسم الشرقي لروسيا؟
1026,ما اسم أجمل متحف بالعالم؟,كم عدد التحف الموجودة في متحف بريطانيا؟
1027,نسبة إلى أي فن تم بناء كاتدرائية صوفيا في روسيا؟,متى بنيت الكاتدرائية صوفيا؟
1028,ما هو القرض قصير  الأجل؟,من انواع القروض ؟
1029,ما هي خصائص مدينة سحاب الصناعية ؟,ما هي مدينة سحاب الصناعية ؟
1030,كيف احضر أرزّ برياني بالخضار؟,",ما هي طريقة تحضير أرزّ برياني بالخضار؟"
1031,كيف احضر المجدرة بالبرغل؟,من طرق تحضير المجدرة بالبرغل؟
1032,أين ظهر أول هاتف محمول بكاميرا؟,كيف أستخدم كاميرا الهاتف المحمول؟
1033,ما هو نظام الحكم في مدغشقر؟,ما نوع النظام الحاكم في مدغشقر؟
1034,كيف يُؤثر البقدونس على مرضى السكري؟,ما تأثير الكزبرة على مرضى السكري؟
1035,ما اسم عاصمة جزر القمر؟,ما هي القارة التي توجد فيها جزيرة مدغشقر؟
1036,ما هي عاصمة المملكة الأردنية الهاشمية؟,ما هي المحافظة الأقل عدداً من حيث السكان في الأردن؟
1037,كيف احضرخضار صيني مع الدجاج؟,من طرق تحضير الدجاج؟
1038,ما هي كثافة فنلندا السكانية؟,ما هي الكثافة السكانية لإستونيا؟
1039,ما طريقة تحضير حلوى الكاجا الهندية؟,من طرق تحضير  الحلوى الهندية؟
1040,ما المخاطر التي تواجهها الطائرة المروحية؟,ما هي المخاطر التي قد تتعرض لها الطائرة المروحية؟
1041,ما هي أهمية السّدر للبشرة؟,كيف يفيد السّدر البشرة؟
1042,كيف اعتني بشعري؟,ما هي الطريقة الصحيحة لقص الشعر؟
1043,كم تبلغ النسبة المئوية للمسيحيين الأرثوذكسيين في روسيا؟,كم هي نسبة السكان الذين يعتنقون الديانة المسيحية الأرثوذكسية في روسيا؟
1044,ما هي مساحة مقدونيا؟,كم تبلغ مساحة مقدونيا؟
1045,كيف احضر حشوة الدّجاج للبيتزا؟,من طرق تحضير حشوة الدّجاج؟
1046,كيف احضر  منقوشة الجبنة والزعتر سريعة؟,من طرق تحضير  منقوشة الجبنة والزعتر سريعة؟
1047,هل من الممكن تطوير العمل التطوعي ؟,ماذا نقصد بالعمل التطوعي ؟
1048,ما هي اسباب الاصابة بفيروس سي؟,ما هي اسباب الاصابة بفيروس بي؟
1049,ما تاريخ اول رحلة جوية مع مضيفات الطيران ؟,متى كانت اول رحلة جوية بوجود مضيفات الطيران ؟
1050,ما الفائدة التي تقدمها تقنية المعلومات في مجال الطب؟,ماذا نقصد بتقنية المعلومات؟
1051,ما طريقة تحضير البيتزا الإيطاليّة ؟,من طرق تحضير البيتزا  ؟
1052,كيف أستخدم البيض لسد المسامات في وجهي؟,كيف أستخدم البيض للشعر؟
1053,ما هي نتيجة الاستخارة؟,كيف أعرف نتيجة الامتحان؟
1054,ماذا نعني بوسائل الاتصال الحديثة؟,كيف أثرت الاتصالات الحديثة على حياتنا؟
1055,ما معنى تفكك الهوية ؟,ماذا نعني تفكك الهوية ؟
1056,كيف احضر كيكة اللوتس؟,من طرق تحضير كيكة اللوتس؟
1057,ما هي المدن الصناعية في الوطن العربي؟,ما هي المدن الصناعية ؟
1058,ما أهمية عصا السيلفي؟,كيف نلتقط صور السيلفي؟
1059,ما هي مسؤوليات المتطوعين في الاعمال التطوعية ؟,ماذا على المتطوعين عملة في الاعمال التطوعية ؟
1060,ما هي اللغة الرسمية في منطقة سنجان؟,ما اسم اللغة الرسمية لمنطقو سنجان؟
1061,متى يُستخدم اختبار الحمل؟,ما هو أفضل وقت لعمل اختبار الحمل؟
1062,هل هناك حقوق للمتطوعين في العمل التطوعي ؟,ماذا نقصد بالعمل التطوعي ؟
1063,كيف اسجل اسم تجاري ؟,ما كيفية تسجيل اسم تجاري ؟
1064,كيف احضر كيكة الشوكولاتة ؟,من طرق تحضير كيكة الشوكولاتة؟
